"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"South Dakota"	"46"	"2016"	"2016"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	27	865454	3.1
	"South Dakota"	"46"	"2016"	"2016"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	10	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	234	865454	27.0
	"South Dakota"	"46"	"2016"	"2016"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	35	865454	4.0
	"South Dakota"	"46"	"2016"	"2016"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	16	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Dissection of aorta [any part]"	"I71.0"	11	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	12	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Peripheral vascular disease, unspecified"	"I73.9"	33	865454	3.8
	"South Dakota"	"46"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	166	865454	19.2
	"South Dakota"	"46"	"2016"	"2016"	"Emphysema, unspecified"	"J43.9"	24	865454	2.8
	"South Dakota"	"46"	"2016"	"2016"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	70	865454	8.1
	"South Dakota"	"46"	"2016"	"2016"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	16	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	282	865454	32.6
	"South Dakota"	"46"	"2016"	"2016"	"Asthma, unspecified"	"J45.9"	16	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Pneumonitis due to food and vomit"	"J69.0"	73	865454	8.4
	"South Dakota"	"46"	"2016"	"2016"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	45	865454	5.2
	"South Dakota"	"46"	"2016"	"2016"	"Interstitial pulmonary disease, unspecified"	"J84.9"	21	865454	2.4
	"South Dakota"	"46"	"2016"	"2016"	"Vascular disorder of intestine, unspecified"	"K55.9"	23	865454	2.7
	"South Dakota"	"46"	"2016"	"2016"	"Other and unspecified intestinal obstruction"	"K56.6"	25	865454	2.9
	"South Dakota"	"46"	"2016"	"2016"	"Alcoholic cirrhosis of liver"	"K70.3"	61	865454	7.0
	"South Dakota"	"46"	"2016"	"2016"	"Alcoholic hepatic failure"	"K70.4"	13	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Alcoholic liver disease, unspecified"	"K70.9"	22	865454	2.5
	"South Dakota"	"46"	"2016"	"2016"	"Other and unspecified cirrhosis of liver"	"K74.6"	41	865454	4.7
	"South Dakota"	"46"	"2016"	"2016"	"Liver disease, unspecified"	"K76.9"	18	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	35	865454	4.0
	"South Dakota"	"46"	"2016"	"2016"	"Chronic kidney disease, stage 5"	"N18.5"	41	865454	4.7
	"South Dakota"	"46"	"2016"	"2016"	"Chronic renal failure, unspecified"	"N18.9"	24	865454	2.8
	"South Dakota"	"46"	"2016"	"2016"	"Urinary tract infection, site not specified"	"N39.0"	44	865454	5.1
	"South Dakota"	"46"	"2016"	"2016"	"Senility"	"R54"	15	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Other ill-defined and unspecified causes of mortality"	"R99"	22	865454	2.5
	"South Dakota"	"46"	"2016"	"2016"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	11	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident"	"V58.5"	12	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	14	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Fall on same level from slipping, tripping and stumbling"	"W01"	10	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Fall involving bed"	"W06"	14	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Fall on and from stairs and steps"	"W10"	11	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Other fall on same level"	"W18"	48	865454	5.5
	"South Dakota"	"46"	"2016"	"2016"	"Unspecified fall"	"W19"	75	865454	8.7
	"South Dakota"	"46"	"2016"	"2016"	"Exposure to excessive natural cold"	"X31"	14	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	18	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	865454	2.9
	"South Dakota"	"46"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Accidental poisoning by and exposure to alcohol"	"X45"	11	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	865454	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	56	865454	6.5
	"South Dakota"	"46"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"	46	865454	5.3
	"South Dakota"	"46"	"2016"	"2016"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	37	865454	4.3
	"Tennessee"	"47"	"2016"	"2016"	"Enterocolitis due to Clostridium difficile"	"A04.7"	182	6651194	2.7
	"Tennessee"	"47"	"2016"	"2016"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	15	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	50	6651194	0.8
	"Tennessee"	"47"	"2016"	"2016"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	30	6651194	0.5
	"Tennessee"	"47"	"2016"	"2016"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	28	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Septicaemia, unspecified"	"A41.9"	850	6651194	12.8
	"Tennessee"	"47"	"2016"	"2016"	"Staphylococcal infection, unspecified"	"A49.0"	10	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	14	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Chronic viral hepatitis C"	"B18.2"	186	6651194	2.8
	"Tennessee"	"47"	"2016"	"2016"	"HIV disease resulting in multiple infections"	"B20.7"	13	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"HIV disease resulting in other specified conditions"	"B23.8"	18	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	28	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified mycosis"	"B49"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	10	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	52	6651194	0.8
	"Tennessee"	"47"	"2016"	"2016"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	39	6651194	0.6
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of parotid gland"	"C07"	17	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	20	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	32	6651194	0.5
	"Tennessee"	"47"	"2016"	"2016"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	19	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	41	6651194	0.6
	"Tennessee"	"47"	"2016"	"2016"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	327	6651194	4.9
	"Tennessee"	"47"	"2016"	"2016"	"Cardia - Malignant neoplasms"	"C16.0"	26	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	181	6651194	2.7
	"Tennessee"	"47"	"2016"	"2016"	"Duodenum - Malignant neoplasms"	"C17.0"	13	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	14	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Caecum - Malignant neoplasms"	"C18.0"	18	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Appendix - Malignant neoplasms"	"C18.1"	14	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	13	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	903	6651194	13.6
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of rectosigmoid junction"	"C19"	84	6651194	1.3
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of rectum"	"C20"	164	6651194	2.5
	"Tennessee"	"47"	"2016"	"2016"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	19	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	247	6651194	3.7
	"Tennessee"	"47"	"2016"	"2016"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	110	6651194	1.7
	"Tennessee"	"47"	"2016"	"2016"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	204	6651194	3.1
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of gallbladder"	"C23"	34	6651194	0.5
	"Tennessee"	"47"	"2016"	"2016"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	18	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Head of pancreas - Malignant neoplasms"	"C25.0"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	866	6651194	13.0
	"Tennessee"	"47"	"2016"	"2016"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	24	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Glottis - Malignant neoplasms"	"C32.0"	13	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Supraglottis - Malignant neoplasms"	"C32.1"	10	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	99	6651194	1.5
	"Tennessee"	"47"	"2016"	"2016"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	54	6651194	0.8
	"Tennessee"	"47"	"2016"	"2016"	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	14	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	4265	6651194	64.1
	"Tennessee"	"47"	"2016"	"2016"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	20	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	173	6651194	2.6
	"Tennessee"	"47"	"2016"	"2016"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	46	6651194	0.7
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	38	6651194	0.6
	"Tennessee"	"47"	"2016"	"2016"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	27	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	17	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	68	6651194	1.0
	"Tennessee"	"47"	"2016"	"2016"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	973	6651194	14.6
	"Tennessee"	"47"	"2016"	"2016"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	28	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of vagina"	"C52"	12	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	120	6651194	1.8
	"Tennessee"	"47"	"2016"	"2016"	"Endometrium - Malignant neoplasms"	"C54.1"	85	6651194	1.3
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of uterus, part unspecified"	"C55"	112	6651194	1.7
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of ovary"	"C56"	316	6651194	4.8
	"Tennessee"	"47"	"2016"	"2016"	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of prostate"	"C61"	661	6651194	9.9
	"Tennessee"	"47"	"2016"	"2016"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	12	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	331	6651194	5.0
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of ureter"	"C66"	15	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	345	6651194	5.2
	"Tennessee"	"47"	"2016"	"2016"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	326	6651194	4.9
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm of thyroid gland"	"C73"	38	6651194	0.6
	"Tennessee"	"47"	"2016"	"2016"	"Head, face and neck - Malignant neoplasms"	"C76.0"	12	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	10	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	46	6651194	0.7
	"Tennessee"	"47"	"2016"	"2016"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	14	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	79	6651194	1.2
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasm without specification of site"	"C80"	720	6651194	10.8
	"Tennessee"	"47"	"2016"	"2016"	"Hodgkin disease, unspecified"	"C81.9"	12	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	26	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	27	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	72	6651194	1.1
	"Tennessee"	"47"	"2016"	"2016"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	24	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	79	6651194	1.2
	"Tennessee"	"47"	"2016"	"2016"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	233	6651194	3.5
	"Tennessee"	"47"	"2016"	"2016"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	293	6651194	4.4
	"Tennessee"	"47"	"2016"	"2016"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	33	6651194	0.5
	"Tennessee"	"47"	"2016"	"2016"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	97	6651194	1.5
	"Tennessee"	"47"	"2016"	"2016"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	253	6651194	3.8
	"Tennessee"	"47"	"2016"	"2016"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	27	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	15	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	27	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	63	6651194	0.9
	"Tennessee"	"47"	"2016"	"2016"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	128	6651194	1.9
	"Tennessee"	"47"	"2016"	"2016"	"Meninges, unspecified - Benign neoplasms"	"D32.9"	13	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	13	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	41	6651194	0.6
	"Tennessee"	"47"	"2016"	"2016"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	137	6651194	2.1
	"Tennessee"	"47"	"2016"	"2016"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	23	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	12	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Sickle-cell anaemia without crisis"	"D57.1"	13	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Aplastic anaemia, unspecified"	"D61.9"	24	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Acute posthaemorrhagic anaemia"	"D62"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Anaemia, unspecified"	"D64.9"	49	6651194	0.7
	"Tennessee"	"47"	"2016"	"2016"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	15	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Coagulation defect, unspecified"	"D68.9"	19	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Thrombocytopenia, unspecified"	"D69.6"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Sarcoidosis, unspecified"	"D86.9"	22	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Hypothyroidism, unspecified"	"E03.9"	28	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	28	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	61	6651194	0.9
	"Tennessee"	"47"	"2016"	"2016"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	205	6651194	3.1
	"Tennessee"	"47"	"2016"	"2016"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	25	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	27	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	360	6651194	5.4
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	78	6651194	1.2
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	293	6651194	4.4
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	41	6651194	0.6
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	48	6651194	0.7
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified diabetes mellitus, without complications"	"E14.9"	659	6651194	9.9
	"Tennessee"	"47"	"2016"	"2016"	"Hypoglycaemia, unspecified"	"E16.2"	20	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified severe protein-energy malnutrition"	"E43"	48	6651194	0.7
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified protein-energy malnutrition"	"E46"	65	6651194	1.0
	"Tennessee"	"47"	"2016"	"2016"	"Other obesity"	"E66.8"	131	6651194	2.0
	"Tennessee"	"47"	"2016"	"2016"	"Obesity, unspecified"	"E66.9"	57	6651194	0.9
	"Tennessee"	"47"	"2016"	"2016"	"Pure hypercholesterolaemia"	"E78.0"	29	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Hyperlipidaemia, unspecified"	"E78.5"	215	6651194	3.2
	"Tennessee"	"47"	"2016"	"2016"	"Amyloidosis, unspecified"	"E85.9"	10	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Volume depletion"	"E86"	47	6651194	0.7
	"Tennessee"	"47"	"2016"	"2016"	"Hyperosmolality and hypernatraemia"	"E87.0"	18	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Hypo-osmolality and hyponatraemia"	"E87.1"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Acidosis"	"E87.2"	58	6651194	0.9
	"Tennessee"	"47"	"2016"	"2016"	"Hyperkalaemia"	"E87.5"	26	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Metabolic disorder, unspecified"	"E88.9"	60	6651194	0.9
	"Tennessee"	"47"	"2016"	"2016"	"Vascular dementia, unspecified"	"F01.9"	398	6651194	6.0
	"Tennessee"	"47"	"2016"	"2016"	"Unspecified dementia"	"F03"	2301	6651194	34.6
	"Tennessee"	"47"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	88	6651194	1.3
	"Tennessee"	"47"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	109	6651194	1.6
	"Tennessee"	"47"	"2016"	"2016"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	10	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	27	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	20	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	33	6651194	0.5
	"Tennessee"	"47"	"2016"	"2016"	"Schizophrenia, unspecified"	"F20.9"	12	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Huntington disease"	"G10"	25	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Motor neuron disease"	"G12.2"	164	6651194	2.5
	"Tennessee"	"47"	"2016"	"2016"	"Parkinson disease"	"G20"	637	6651194	9.6
	"Tennessee"	"47"	"2016"	"2016"	"Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]"	"G23.1"	25	6651194	0.4
	"Tennessee"	"47"	"2016"	"2016"	"Alzheimer disease with late onset"	"G30.1"	73	6651194	1.1
	"Tennessee"	"47"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	3173	6651194	47.7
	"Tennessee"	"47"	"2016"	"2016"	"Circumscribed brain atrophy"	"G31.0"	37	6651194	0.6
	"Tennessee"	"47"	"2016"	"2016"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	233	6651194	3.5
	"Tennessee"	"47"	"2016"	"2016"	"Other specified degenerative diseases of nervous system"	"G31.8"	112	6651194	1.7
	"Tennessee"	"47"	"2016"	"2016"	"Degenerative disease of nervous system, unspecified"	"G31.9"	32	6651194	0.5
	"Tennessee"	"47"	"2016"	"2016"	"Multiple sclerosis"	"G35"	78	6651194	1.2
	"Tennessee"	"47"	"2016"	"2016"	"Epilepsy, unspecified"	"G40.9"	22	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Status epilepticus, unspecified"	"G41.9"	23	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Sleep apnoea"	"G47.3"	23	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Myasthenia gravis"	"G70.0"	19	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Muscular dystrophy"	"G71.0"	17	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Infantile cerebral palsy, unspecified"	"G80.9"	47	6651194	0.7
	"Tennessee"	"47"	"2016"	"2016"	"Paraplegia, unspecified"	"G82.2"	10	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Tetraplegia, unspecified"	"G82.5"	14	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Normal-pressure hydrocephalus"	"G91.2"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Hydrocephalus, unspecified"	"G91.9"	17	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Toxic encephalopathy"	"G92"	11	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	184	6651194	2.8
	"Tennessee"	"47"	"2016"	"2016"	"Encephalopathy, unspecified"	"G93.4"	72	6651194	1.1
	"Tennessee"	"47"	"2016"	"2016"	"Cerebral oedema"	"G93.6"	17	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Disorder of brain, unspecified"	"G93.9"	12	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Mitral stenosis"	"I05.0"	16	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Mitral valve disease, unspecified"	"I05.9"	20	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Disorders of both mitral and aortic valves"	"I08.0"	18	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Essential (primary) hypertension"	"I10"	371	6651194	5.6
	"Tennessee"	"47"	"2016"	"2016"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	422	6651194	6.3
	"Tennessee"	"47"	"2016"	"2016"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	745	6651194	11.2
	"Tennessee"	"47"	"2016"	"2016"	"Hypertensive renal disease with renal failure"	"I12.0"	296	6651194	4.5
	"Tennessee"	"47"	"2016"	"2016"	"Hypertensive renal disease without renal failure"	"I12.9"	23	6651194	0.3
	"Tennessee"	"47"	"2016"	"2016"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	15	6651194	Unreliable
	"Tennessee"	"47"	"2016"	"2016"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	36	6651194	0.5
	"Tennessee"	"47"	"2016"	"2016"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	84	6651194	1.3
	"Tennessee"	"47"	"2016"	"2016"	"Acute subendocardial myocardial infarction"	"I21.4"	177	6651194	2.7
